iter	Logloss
227	0.001427177675
228	0.001427177675
229	0.001427177675
230	0.001427177675
231	0.001427177675
232	0.001427177675
233	0.001427177675
234	0.001427177675
235	0.001427177675
236	0.001427177675
237	0.001427177675
238	0.001427177675
239	0.001427177675
240	0.001427177675
241	0.001427128532
242	0.001427128532
243	0.001427111895
244	0.001427000008
245	0.001427022163
246	0.00142703231
247	0.001427021022
248	0.001427021022
249	0.001427021022
250	0.001427021022
251	0.001426971448
252	0.001426899036
253	0.001426907433
254	0.00142687952
255	0.001426873595
256	0.00142685497
257	0.001426805625
258	0.001426823963
259	0.001426795425
260	0.001426754128
261	0.00142668927
262	0.00142668927
263	0.00142668927
264	0.00142668927
265	0.00142668927
266	0.00142668927
267	0.00142668927
268	0.001426675343
269	0.001426675343
270	0.001426675343
271	0.001426675343
272	0.001426675343
273	0.001426675343
274	0.001411574755
275	0.001411517178
276	0.001411489878
277	0.001411462803
278	0.001411444419
279	0.001411427787
280	0.001411376047
281	0.001411358695
282	0.001411282479
283	0.001411252519
284	0.001411205161
285	0.001411228034
286	0.001411168117
287	0.001411173613
288	0.001411161059
289	0.001411134415
290	0.001411118192
291	0.001411044194
292	0.001411055022
293	0.001410941802
294	0.001410947501
295	0.001410926704
296	0.001410916081
297	0.001410821383
298	0.001410821383
299	0.001396979227
300	0.00138706238
301	0.001363412568
302	0.001346570111
303	0.001346534547
304	0.001314717132
305	0.001305979037
306	0.001292005505
307	0.001274606007
308	0.001274606007
309	0.001274593096
310	0.001265598538
311	0.00126558702
312	0.001265575429
313	0.001265523697
314	0.001265480429
315	0.001265498699
316	0.001265494033
317	0.00126545701
318	0.001265376272
319	0.001265368201
320	0.001265329894
321	0.001265329894
322	0.001265305993
323	0.001265306292
324	0.001265246964
325	0.00126525904
326	0.00126524583
327	0.001265220846
328	0.001265248048
329	0.001265168082
330	0.001265106679
331	0.001265021951
332	0.00126504405
333	0.001265024678
334	0.001264979751
335	0.001244435456
336	0.001244438228
337	0.001233512024
338	0.001233540929
339	0.001233540929
340	0.001224389212
341	0.00121100866
342	0.001211048105
343	0.001211048105
344	0.001211013093
345	0.001210999147
346	0.001210999147
347	0.001211007029
348	0.001211021836
349	0.001211021836
350	0.001210978096
351	0.001211008871
352	0.001211008871
353	0.001211008871
354	0.00121099978
355	0.00121099978
356	0.001210938568
357	0.001211011752
358	0.001210949012
359	0.001210949012
360	0.001210985121
361	0.001210948434
362	0.001210937713
363	0.001210960896
364	0.001210910303
365	0.001210956668
366	0.001210916629
367	0.001210936387
368	0.001210927872
369	0.001210911777
370	0.001210911777
371	0.001210911777
372	0.001210911777
373	0.001210911777
374	0.001210911777
375	0.001206164588
376	0.001206135273
377	0.001206135273
378	0.001206169324
379	0.001206169324
380	0.001206169324
381	0.001206107804
382	0.001206162905
383	0.001206131061
384	0.001206153926
385	0.001206086475
386	0.00120616597
387	0.00120616597
388	0.001206100786
389	0.001206100582
390	0.001206125573
391	0.001206101738
392	0.001206101738
393	0.001206084444
394	0.001206121468
395	0.001206081991
396	0.001206081991
397	0.001206081991
398	0.001206081991
399	0.001206081991
400	0.001206081991
401	0.001206081991
402	0.001206081991
403	0.001206081991
404	0.00120607709
405	0.00120607709
406	0.00120607709
407	0.001206072854
408	0.001206072854
409	0.001206047872
410	0.001206075435
411	0.001206069212
412	0.00120608317
413	0.00120605017
414	0.001206047935
415	0.001206047935
416	0.001206056442
417	0.001206068999
418	0.001206046981
419	0.001206046981
420	0.001206046981
421	0.001206047621
422	0.001206014671
423	0.001206014671
424	0.001206019204
425	0.001206019204
426	0.001206019204
427	0.001206020205
428	0.001206020205
429	0.001206020205
430	0.001206020205
431	0.00120601678
432	0.001205969877
433	0.00120597322
434	0.001206008423
435	0.001206001068
436	0.001206001068
437	0.001205992859
438	0.001206010855
439	0.001206010855
440	0.001205968325
441	0.001205968325
442	0.001205968325
443	0.001205968325
444	0.001205969955
445	0.001205952546
446	0.001205952546
447	0.001205952546
448	0.001205973399
449	0.001205931448
450	0.001205931448
451	0.001205931448
452	0.001205922961
453	0.001205935737
454	0.001205935737
455	0.001205935737
456	0.001205935737
457	0.001205935737
458	0.001205935737
459	0.001205951991
460	0.001205951991
461	0.001205930511
462	0.001205930511
463	0.001205954004
464	0.001205954004
465	0.001205954004
466	0.001205964108
467	0.001205964108
468	0.001205910855
469	0.001205910855
470	0.001205910855
471	0.001205915182
472	0.001205896048
473	0.001205896048
474	0.001205896048
475	0.001205896048
476	0.001205896048
477	0.001205909994
478	0.001205915536
479	0.001205915536
480	0.00120587263
481	0.00120587263
482	0.001205916197
483	0.001205916197
484	0.001205903349
485	0.001205903349
486	0.001205903349
487	0.001205903349
488	0.001205884915
489	0.001205884915
490	0.001205897969
491	0.001205897969
492	0.001205897969
493	0.001205897969
494	0.001205889215
495	0.001205893775
496	0.001205877218
497	0.001205859574
498	0.001205884033
499	0.001205884033
500	0.001205884033
501	0.001205884033
502	0.001205866086
503	0.001205866086
504	0.001205866086
505	0.001205851753
506	0.001205851753
507	0.001205851753
508	0.00120586109
509	0.00120586109
510	0.001205860836
511	0.001205860836
512	0.001205857581
513	0.001205857581
514	0.001205857581
515	0.001205857581
516	0.001205841153
517	0.001205836136
518	0.001205847685
519	0.001205847685
520	0.001205816103
521	0.001205848869
522	0.001205832481
523	0.00120584788
524	0.00120584788
525	0.00120584788
526	0.001205846022
527	0.001205852249
528	0.001205852249
529	0.001205822072
530	0.001205822072
531	0.001205822072
532	0.001205822072
533	0.001205840179
534	0.001205840179
535	0.001205840179
536	0.001205810383
537	0.001205810383
538	0.001205810383
539	0.001205810383
540	0.001205769047
541	0.001205769047
542	0.001205769047
543	0.001205815431
544	0.001205775329
545	0.001205785282
546	0.001205785282
547	0.001205804612
548	0.001205804612
549	0.001205770533
550	0.001205725091
551	0.001205746869
552	0.001205746869
553	0.001205769644
554	0.001205727404
555	0.001205727404
556	0.001205727404
557	0.001205765326
558	0.001205765326
559	0.001205765326
560	0.001205735033
561	0.001205735033
562	0.001205753993
563	0.001205753993
564	0.001205753993
565	0.001205753993
566	0.001205753993
567	0.001205753993
568	0.001205753494
569	0.001205753494
570	0.001205753494
571	0.001205753494
572	0.001205753494
573	0.001205753494
574	0.001205753494
575	0.001205704792
576	0.001205704792
577	0.001205704792
578	0.001205730322
579	0.001205690818
580	0.001205690818
581	0.001205690818
582	0.001205690818
583	0.001205690818
584	0.001205699568
585	0.001205681792
586	0.001205681792
587	0.001205681792
588	0.001205681792
589	0.001205681792
590	0.001205693441
591	0.001205693441
592	0.001205671184
593	0.001205671184
594	0.001205665911
595	0.001205665911
596	0.001205704418
597	0.001205704418
598	0.001205678698
599	0.001205678698
600	0.001205678698
601	0.001205696672
602	0.001205696672
603	0.00120567263
604	0.00120567263
605	0.00120567263
606	0.00120567263
607	0.001205658755
608	0.001205658755
609	0.001205664738
610	0.001205644693
611	0.001205681874
612	0.001205681874
613	0.001205681874
614	0.001205688248
615	0.001205688248
616	0.001205644978
617	0.001205644978
618	0.001205644978
619	0.001205646197
620	0.001205636313
621	0.001205636313
622	0.001205665744
623	0.001205665744
624	0.001205665744
625	0.00120566621
626	0.00120566621
627	0.00120566621
628	0.001205616101
629	0.001205616101
630	0.001205619112
631	0.001205619112
632	0.001205645725
633	0.001205607807
634	0.001205600509
635	0.001205613836
636	0.001205639916
637	0.001205639916
638	0.001205639916
639	0.001205623998
640	0.001205623998
641	0.001205623998
642	0.001205615122
643	0.001205568525
644	0.001205568525
645	0.001194462922
646	0.001194462922
647	0.001194494509
648	0.001194430787
649	0.001194430787
650	0.001194430787
651	0.001194430787
652	0.001194430787
653	0.001194432928
654	0.001194404107
655	0.001194407181
656	0.001194430626
657	0.001194426548
658	0.001194426548
659	0.001194426548
660	0.001194419235
661	0.001194383802
662	0.001194390559
663	0.001194371437
664	0.001194343147
665	0.001194343147
666	0.001194343147
667	0.001194343147
668	0.00119433106
669	0.00119433106
670	0.001194336032
671	0.001194327836
672	0.001194327836
673	0.001194238677
674	0.001194238677
675	0.001194277256
676	0.001194237178
677	0.001194237178
678	0.001194250245
679	0.001194250245
680	0.00119426068
681	0.001194251826
682	0.001194251826
683	0.001194280503
684	0.001194260963
685	0.001194245755
686	0.001194189505
687	0.001194189505
688	0.001194244916
689	0.001194244916
690	0.001194203067
691	0.001194187306
692	0.001194187306
693	0.001194181913
694	0.001194207442
695	0.001194169448
696	0.001194133797
697	0.001194193616
698	0.001194175241
699	0.001194131354
700	0.001194115771
701	0.00119409063
702	0.00119412016
703	0.001194147709
704	0.001194112354
705	0.001194101895
706	0.00119404943
707	0.001194066581
708	0.001194027589
709	0.001194039419
710	0.001194047664
711	0.001194047664
712	0.001194028225
713	0.00119401844
714	0.001194025941
715	0.001194042361
716	0.001194012229
717	0.00119401242
718	0.001193977643
719	0.001194010282
720	0.001193971694
721	0.001193985446
722	0.001193972052
723	0.001193941047
724	0.001193947096
725	0.001193947096
726	0.001193947096
727	0.001193947096
728	0.001193947096
729	0.001193947096
730	0.001193940808
731	0.001193940808
732	0.001193940808
733	0.001193940808
734	0.001193940808
735	0.001193940808
736	0.001193940808
737	0.001193940808
738	0.001193940808
739	0.001193940808
740	0.001193940808
741	0.001193940808
742	0.001193895723
743	0.001193895723
744	0.001193895723
745	0.001193902036
746	0.0011938712
747	0.001193894259
748	0.001193845371
749	0.001193845371
750	0.001193845371
751	0.001193893067
752	0.001193851446
753	0.001193851446
754	0.001193851446
755	0.001193855173
756	0.001193849828
757	0.001193849828
758	0.001193849828
759	0.001193849691
760	0.001193877558
761	0.001193840822
762	0.001193848752
763	0.001193848752
764	0.001193819178
765	0.001193810655
766	0.001193824627
767	0.001193824627
768	0.001193775594
769	0.001193775594
770	0.001193771431
771	0.001193754009
772	0.001193786616
773	0.001193786616
774	0.001193786616
775	0.001193775926
776	0.001193775926
777	0.001193781331
778	0.001193781331
779	0.00119376924
780	0.001193715189
781	0.001193774254
782	0.001193774254
783	0.00119375705
784	0.00119375705
785	0.00119375705
786	0.001193705136
787	0.001187149156
788	0.001187149156
789	0.001187163145
790	0.001187169689
791	0.001187173644
792	0.001187146381
793	0.001187146381
794	0.001187159467
795	0.001187159467
796	0.00118715999
797	0.001187163124
798	0.001187163124
799	0.001187127243
800	0.001187127243
801	0.001187127243
802	0.001187138828
803	0.001187143939
804	0.001187143939
805	0.001187134586
806	0.001187134586
807	0.001187134586
808	0.001187087022
809	0.001187170519
810	0.001187170519
811	0.001187100731
812	0.001187100731
813	0.001187140679
814	0.001187119081
815	0.001187122939
816	0.001187122939
817	0.00118707875
818	0.00118707875
819	0.001187095053
820	0.001187095053
821	0.001187067551
822	0.001187067551
823	0.001187067551
824	0.001187067551
825	0.001187067551
826	0.001187067551
827	0.001187067551
828	0.001187067551
829	0.001187066373
830	0.001187066373
831	0.001187066373
832	0.001187066373
833	0.001187066373
834	0.001177222649
835	0.001172088359
836	0.001166935198
837	0.001166933937
838	0.001166933937
839	0.001166933937
840	0.001166948952
841	0.001166928344
842	0.001166928344
843	0.001166928344
844	0.001166906339
845	0.001166906339
846	0.001166906339
847	0.00116690908
848	0.00116690908
849	0.001166912541
850	0.001166942216
851	0.001166942216
852	0.001166931097
853	0.001166931097
854	0.001166901207
855	0.001166894949
856	0.00116694676
857	0.001166923357
858	0.001162140579
859	0.001162135527
860	0.001162100062
861	0.001162091802
862	0.001162091802
863	0.001162085762
864	0.00116205154
865	0.001162065631
866	0.001162053503
867	0.001162053503
868	0.001162040033
869	0.001162031446
870	0.001162031446
871	0.001162031446
872	0.001162031446
873	0.001162031446
874	0.001162031446
875	0.001162031446
876	0.001151362887
877	0.001141711772
878	0.001141710177
879	0.001126811373
880	0.001126811373
881	0.001126811373
882	0.001126811373
883	0.001126811373
884	0.001126811373
885	0.001126811373
886	0.001126811373
887	0.001126811373
888	0.001126811373
889	0.001120132129
890	0.001120132129
891	0.001120132129
892	0.001120132129
893	0.001120132129
894	0.001120142864
895	0.001120105556
896	0.001120100217
897	0.00112004094
898	0.00112004094
899	0.00112004094
900	0.00112004094
901	0.00112004094
902	0.00112004094
903	0.001120001691
904	0.001120001691
905	0.001120026141
906	0.001120001576
907	0.001120001576
908	0.001120001576
909	0.001120001576
910	0.001119987018
911	0.001119956584
912	0.001119904883
913	0.001119904883
914	0.001119913388
915	0.001119945885
916	0.001119943782
917	0.001119917272
918	0.001119917272
919	0.001119883336
920	0.001119886347
921	0.001119886347
922	0.001119878786
923	0.001119878056
924	0.001119842091
925	0.001119842091
926	0.001119849542
927	0.001119802372
928	0.001119802372
929	0.001119802372
930	0.001119802372
931	0.001119802372
932	0.001119802372
933	0.001119802372
934	0.001119812913
935	0.001119812913
936	0.001119812913
937	0.001119812913
938	0.001119812913
939	0.001119828277
940	0.001119856215
941	0.001119856215
942	0.001119856215
943	0.001119856215
944	0.001119856215
945	0.001119856215
946	0.001119816816
947	0.001119816816
948	0.001119823759
949	0.001119818001
950	0.001119818001
951	0.001119818001
952	0.001119794675
953	0.001119794675
954	0.001119796479
955	0.001119763398
956	0.001119774963
957	0.001119774963
958	0.001119773208
959	0.001119765345
960	0.001119752683
961	0.001119752683
962	0.001119752683
963	0.001119752683
964	0.001119752683
965	0.001119752683
966	0.001119752683
967	0.00111972937
968	0.001119734831
969	0.001119730137
970	0.001119729289
971	0.001119719549
972	0.001119724346
973	0.001119724346
974	0.001119728415
975	0.001119690809
976	0.001119690809
977	0.001119690809
978	0.001119728642
979	0.001119728642
980	0.001119696137
981	0.001119700019
982	0.001119700019
983	0.001119700019
984	0.001119665441
985	0.001119682619
986	0.001119682619
987	0.001119695921
988	0.001119695921
989	0.001119695921
990	0.001119695921
991	0.001119695921
992	0.001119628458
993	0.001119628458
994	0.001119655413
995	0.001119655413
996	0.001119628372
997	0.001119635853
998	0.001119603176
999	0.001119603176
